when was purple haze by jimi hendrix made?,"Purple Haze is a song written and recorded by Jimi Hendrix in 1967, released as the second single by The Jimi Hendrix Experience in both the United Kingdom and the United States ."
where was martin luther born,"Martin Luther (; 10 November 1483 – 18 February 1546) was a German monk , former Catholic priest , professor of theology and seminal figure of a reform movement in sixteenth century Christianity , subsequently known as the Protestant Reformation ."
who is the actor that plays harry potter,"Daniel Radcliffe , who portrays Harry Potter , has been the icon of the film series since the release of the first film in 2001."
"what is the concept of ""wellness"" ?","Wellness is generally used to mean a healthy balance of the mind, body and spirit that results in an overall feeling of well-being ."
what is the mortality rate of sepsis,The mortality rate from septic shock is approximately 25–50%.
where is kos from?,"Kevin Brereton (born February 20, 1972), better known by his stage name k-os (; ""chaos""), is a Canadian rapper , singer , songwriter and record producer ."
what is the defensive line in football called,"Within those platoons, various specific positions exist depending on what the player's main job is."
what is the measurements of saturn's moons,"Saturn has 62 moons with confirmed orbits, 53 of which have names and only 13 of which have diameters larger than 50 kilometers."
what is the @ sign called?,"The at sign @ is also commonly called the at symbol, ampersat, apetail or commercial at in English—and less commonly a wide range of other terms."
who is the book the catcher in the rye by?,The Catcher in the Rye is a 1951 novel by J. D. Salinger .
who are the girls from the bad girls club?,"The show centers on seven feisty and mischievous women with different backgrounds and personalities, who have a number of psychological and behavioral problems."
what is prince williams last name,"Prince William, Duke of Cambridge (William Arthur Philip Louis; born 21 June 1982), is the elder son of Charles, Prince of Wales , and Diana, Princess of Wales , and third-eldest grandchild of Queen Elizabeth II and Prince Philip, Duke of Edinburgh ."
what is IBRIX,"IBRIX Fusion is a scalable parallel file system combined with integrated logical volume manager , availability features and a management interface."
what is bilirubin total,Bilirubin (formerly referred to as hematoidin) is the yellow breakdown product of normal heme catabolism .
what was bernie madoff selling,"Bernard Lawrence ""Bernie"" Madoff (; born April 29, 1938) is an American former stockbroker , investment advisor , financier , and white collar criminal ."
what is quasi judicial agency,"A quasi-judicial body is an entity such as an arbitrator or tribunal board, generally of a public administrative agency, which has powers and procedures resembling those of a court of law or judge , and which is obligated to objectively determine facts and draw conclusions from them so as to provide the basis of an official action."
who is inventor of the radio,The first systematic and unequivocal transmission of EM waves was performed by Heinrich Rudolf Hertz and described in papers published in 1887 and 1890.
who is the founder of twitter,"Twitter was created in March 2006 by Jack Dorsey and by July, the social networking site was launched."
what is scurvy disease,"Scurvy is a disease resulting from a deficiency of vitamin C , which is required for the synthesis of collagen in humans."
what is google openid,"OpenID is an open standard that allows users to be authenticated by certain co-operating sites (known as Relying Parties or RP) using a third party service, eliminating the need for webmasters to provide their own ad hoc systems and allowing users to consolidate their digital identities ."
who is bj's wholesale club,"BJ's Wholesale Club, Inc., commonly referred to simply as BJ's, is a membership-only warehouse club chain operating on the United States East Coast , as well as in the state of Ohio ."
what is atherosclerotic heart disease,It is caused by the formation of multiple plaques within the arteries.
what was the name of the uss john kennedy before,"USS John F. Kennedy (CV-67) (formerly CVA-67) is the only ship of her class, a subclass of the Kitty Hawk-class aircraft carrier , and the last conventionally powered carrier built for the United States Navy ."
what is the name of the wizard of oz,"The character was further popularized by the classic 1939 movie , wherein his full name is not mentioned."
what were 3 important things that douglas MacArthur did?,"He officially accepted Japan's surrender on 2 September 1945, and oversaw the occupation of Japan from 1945 to 1951."
what is homebrew for wii,"In more general terms, Wii Homebrew refers to the use of the Wii 's hardware, accessories and software for purposes outside those intended by the manufacturer."
what is santa's wife's name,"Her first name is a mystery, though she has been referred to as Mary, Jessica, Layla, Annette, Heidi, or Martha."
when was Saddle Creek founded,"Started as a college class project on entrepreneurship, the label was founded by Mike Mogis and Justin Oberst in 1993 (as Lumberjack Records)."
what is korean money called,The won () ( sign : ₩; code : KRW) is the currency of South Korea .
what is three phase electrical,"Three-phase electric power is a common method of alternating-current electric power generation , transmission , and distribution ."
What is the significance of Good Friday?,"It is also known as Holy Friday, Great Friday, Black Friday, or Easter Friday, though the latter properly refers to the Friday in Easter week ."
Who is the highest scoring NBA player,"Wilt Chamberlain holds the all-time records for total points scored (4,029) and points per game (50.4) in a season; both records were achieved in the 1961–62 season ."
